order_id,order_date,customer,region,product,qty,unit_price,total,status
100025,2026-03-25,,West,Widget Pro,10,"$1,234.50","$12,345.00",pending
100026,26/03/2026,Acme Corp,west,Gadget X,28,"$2,150.00","$60,200.00",pending
100027,2026-03-27,Soylent Co,west,Gizmo Mini,24,$45.00,"$1,080.00",Shipped
100028,2026-03-28,Acme Corp,n-y-c,Gizmo Mini,4,$45.00,$180.00,Pending
100029,13/04/2026,Initech,New York,Gizmo Mini,11,$45.00,$495.00,shipped
100030,13/04/2026,Soylent Co,West,Widget Pro,26,"$1,234.50","$32,097.00",Pending
100031,13/04/2026,Hooli,n-y-c,Gizmo Mini,16,$45.00,$720.00,Shipped
100032,2026-04-04,Massive Dynamic,East,Widget Pro,12,"$1,234.50","$14,814.00",shipped
100033,2026-04-05,Massive Dynamic,west,Gadget X,7,"$2,150.00","$15,050.00",SHIPPED
100034,Apr 6 2026,Massive Dynamic,West,Gizmo Mini,19,$45.00,$855.00,pending
100035,2026-04-07,Stark Industries,west,Gizmo Mini,25,$45.00,"$1,125.00",Pending
100036,2026-04-08,Soylent Co,west,Gizmo Mini,20,$45.00,$900.00,pending
100037,2026-04-09,Wayne Enterprises,NYC,Widget Pro,23,"$1,234.50","$28,393.50",SHIPPED
100038,13/04/2026,Hooli,West,Widget Lite,22,$89.99,"$1,979.78",Pending
100039,13/04/2026,Massive Dynamic,East,Gizmo Mini,30,$45.00,"$1,350.00",Pending
100040,Apr 12 2026,Soylent Co,East,Gadget X,17,"$2,150.00","$36,550.00",pending
100041,2026-04-13,Globex Incorporated,west,Widget Lite,14,$89.99,"$1,259.86",Shipped
100042,2026-04-14,Initech,West,Widget Lite,22,$89.99,"$1,979.78",shipped
100043,2026-04-15,Globex Incorporated,New York,Gadget X,2,"$2,150.00","$4,300.00",pending
100044,16/04/2026,Acme Corp,n-y-c,Gizmo Mini,3,$45.00,$135.00,Shipped
100045,17/04/2026,Stark Industries,NYC,Widget Lite,6,$89.99,$539.94,Shipped
100046,18/04/2026,Globex Incorporated,East,Widget Pro,29,"$1,234.50","$35,800.50",shipped
100047,19/04/2026,Stark Industries,West,Gizmo Mini,22,$45.00,$990.00,Pending
100048,2026-04-20,Wayne Enterprises,East,Gizmo Mini,24,$45.00,"$1,080.00",Pending
100049,2026-04-21,Wayne Enterprises,West,Gizmo Mini,14,$45.00,$630.00,shipped
100050,Apr 22 2026,Stark Industries,West,Widget Lite,8,$89.99,$719.92,SHIPPED
100051,23/04/2026,Massive Dynamic,West,Gadget X,27,"$2,150.00","$58,050.00",shipped
100052,2026-04-24,Vehement Capital,west,Gizmo Mini,5,$45.00,$225.00,Pending
100053,Apr 25 2026,Globex Incorporated,nyc,Widget Lite,28,$89.99,"$2,519.72",shipped
100054,26/04/2026,Wayne Enterprises,nyc,Gadget X,19,"$2,150.00","$40,850.00",Pending
100055,2026-04-27,Stark Industries,west,Widget Lite,24,$89.99,"$2,159.76",Pending
100056,2026-04-28,Massive Dynamic,West,Gadget X,18,"$2,150.00","$38,700.00",Shipped
100057,2026-03-01,Wayne Enterprises,n-y-c,Widget Pro,16,"$1,234.50","$19,752.00",Pending
100058,2026-03-02,Massive Dynamic,west,Gadget X,17,"$2,150.00","$36,550.00",pending
100059,2026-03-03,Acme Corp,NYC,Widget Lite,30,$89.99,"$2,699.70",SHIPPED
100060,2026-03-04,Umbrella Ltd,East,Gadget X,13,"$2,150.00","$27,950.00",Pending
100061,Mar 5 2026,Acme Corp,East,Widget Pro,13,"$1,234.50","$16,048.50",pending
100062,2026-03-06,Vehement Capital,West,Gizmo Mini,23,$45.00,"$1,035.00",Shipped
100063,2026-03-07,Hooli,West,Widget Lite,2,$89.99,$179.98,shipped
100064,2026-03-08,Soylent Co,New York,Widget Pro,13,"$1,234.50","$16,048.50",pending
100065,2026-03-09,Globex Incorporated,nyc,Gadget X,3,"$2,150.00","$6,450.00",SHIPPED
100066,2026-03-10,Vehement Capital,West,Widget Pro,11,"$1,234.50","$13,579.50",Pending
100067,13/03/2026,Umbrella Ltd,west,Widget Lite,8,$89.99,$719.92,Pending
100068,2026-03-12,Vehement Capital,nyc,Widget Lite,24,$89.99,"$2,159.76",SHIPPED
100069,2026-03-13,Massive Dynamic,NYC,Widget Lite,22,$89.99,"$1,979.78",Shipped
100070,2026-03-14,Wayne Enterprises,west,Gadget X,12,"$2,150.00","$25,800.00",shipped
100071,Mar 15 2026,Acme Corp,East,Gadget X,11,"$2,150.00","$23,650.00",SHIPPED
100072,2026-03-16,Soylent Co,East,Gizmo Mini,2,$45.00,$90.00,SHIPPED
100073,2026-03-17,Massive Dynamic,East,Gadget X,17,"$2,150.00","$36,550.00",Shipped
100074,2026-03-18,Acme Corp,New York,Gadget X,5,"$2,150.00","$10,750.00",pending
100075,2026-03-19,Vehement Capital,West,Widget Pro,26,"$1,234.50","$32,097.00",pending
100076,2026-03-20,Soylent Co,East,Gizmo Mini,27,$45.00,"$1,215.00",Shipped
100077,2026-03-21,Globex Incorporated,East,Gadget X,25,"$2,150.00","$53,750.00",shipped
100078,2026-03-22,Soylent Co,New York,Widget Lite,18,$89.99,"$1,619.82",shipped
100079,2026-03-23,Acme Corp,East,Gizmo Mini,20,$45.00,$900.00,shipped
100080,2026-03-24,Initech,West,Widget Lite,22,$89.99,"$1,979.78",pending
100081,Mar 25 2026,Hooli,New York,Widget Lite,7,$89.99,$629.93,pending
100082,Mar 26 2026,Initech,West,Widget Lite,23,$89.99,"$2,069.77",pending
100083,Mar 27 2026,Stark Industries,nyc,Gizmo Mini,25,$45.00,"$1,125.00",SHIPPED
100084,2026-03-28,Umbrella Ltd,West,Gizmo Mini,23,$45.00,"$1,035.00",pending
100085,2026-04-01,Umbrella Ltd,East,Widget Lite,21,$89.99,"$1,889.79",pending
100086,13/04/2026,Globex Incorporated,nyc,Widget Pro,23,"$1,234.50","$28,393.50",Shipped
100087,13/04/2026,Hooli,nyc,Widget Pro,20,"$1,234.50","$24,690.00",shipped
100088,2026-04-04,Acme Corp,East,Gizmo Mini,9,$45.00,$405.00,shipped
100089,Apr 5 2026,Hooli,East,Widget Pro,22,"$1,234.50","$27,159.00",shipped
100090,13/04/2026,Soylent Co,nyc,Gadget X,28,"$2,150.00","$60,200.00",Pending
100091,2026-04-07,Stark Industries,nyc,Gizmo Mini,21,$45.00,$945.00,Pending
100092,13/04/2026,Hooli,East,Widget Lite,25,$89.99,"$2,249.75",pending
100093,Apr 9 2026,Wayne Enterprises,West,Widget Pro,19,"$1,234.50","$23,455.50",Shipped
100094,2026-04-10,Umbrella Ltd,West,Widget Pro,20,"$1,234.50","$24,690.00",shipped
100095,2026-04-11,Globex Incorporated,East,Gizmo Mini,17,$45.00,$765.00,Pending
100096,2026-04-12,Soylent Co,West,Gadget X,1,"$2,150.00","$2,150.00",Pending
100097,2026-04-13,Acme Corp,New York,Widget Lite,13,$89.99,"$1,369.87",Shipped
100098,2026-04-14,Soylent Co,East,Widget Lite,28,$89.99,"$2,519.72",SHIPPED
100099,2026-04-15,Initech,New York,Gadget X,12,"$2,150.00","$25,800.00",pending
100100,16/04/2026,Hooli,East,Widget Pro,11,"$1,234.50","$13,579.50",shipped
100101,2026-04-17,Umbrella Ltd,New York,Gadget X,3,"$2,150.00","$6,450.00",shipped
100102,2026-04-18,Massive Dynamic,East,Widget Pro,4,"$1,234.50","$5,138.00",Pending
100103,2026-04-19,Globex Incorporated,nyc,Widget Lite,12,$89.99,"$1,079.88",Pending
100104,2026-04-20,Umbrella Ltd,New York,Widget Lite,11,$89.99,$989.89,shipped
100105,2026-04-21,Globex Incorporated,west,Gizmo Mini,10,$45.00,$450.00,SHIPPED
100106,2026-04-22,Massive Dynamic,NYC,Widget Lite,8,$89.99,$719.92,shipped
100107,2026-04-23,Massive Dynamic,west,Widget Lite,27,$89.99,"$2,429.73",Pending
100108,2026-04-24,Acme Corp,East,Gizmo Mini,6,$45.00,$270.00,Shipped
100109,2026-04-25,Initech,West,Gizmo Mini,25,$45.00,"$1,125.00",pending
100110,2026-04-26,Stark Industries,west,Gizmo Mini,1,$45.00,$45.00,pending
100111,Apr 27 2026,Umbrella Ltd,East,Gadget X,15,"$2,150.00","$32,250.00",SHIPPED
100112,28/04/2026,Acme Corp,East,Gadget X,13,"$2,150.00","$27,950.00",Pending
100113,2026-03-01,Initech,West,Widget Pro,30,"$1,234.50","$37,035.00",Pending
100114,Mar 2 2026,Acme Corp,n-y-c,Gadget X,10,"$2,150.00","$21,500.00",pending
100115,2026-03-03,Globex Incorporated,nyc,Gadget X,26,"$2,150.00","$55,900.00",SHIPPED
100116,Mar 4 2026,Globex Incorporated,West,Gadget X,18,"$2,150.00","$38,700.00",Pending
100117,2026-03-05,Umbrella Ltd,East,Gizmo Mini,7,$45.00,$315.00,Pending
100118,2026-03-06,Vehement Capital,East,Gadget X,16,"$2,150.00","$34,400.00",shipped
100119,2026-03-07,Wayne Enterprises,west,Widget Pro,9,"$1,234.50","$11,110.50",Pending
100120,2026-03-08,Soylent Co,East,Gizmo Mini,12,$45.00,$540.00,SHIPPED
100121,2026-03-09,Hooli,East,Widget Pro,-21,"$1,234.50","-$25,924.50",cancelled
100122,2026-03-10,Stark Industries,NYC,Widget Lite,21,$89.99,"$1,889.79",Shipped
100123,2026-03-11,Soylent Co,West,Gadget X,11,"$2,150.00","$23,650.00",Pending
100124,2026-03-12,Hooli,New York,Gizmo Mini,20,$45.00,$900.00,shipped
100125,2026-03-13,Globex Incorporated,West,Gadget X,21,"$2,150.00","$45,150.00",shipped
100126,14/03/2026,Massive Dynamic,East,Widget Lite,19,$89.99,"$1,709.81",SHIPPED
100127,Mar 15 2026,Globex Incorporated,East,Widget Lite,18,$89.99,"$1,619.82",Shipped
100128,Mar 16 2026,Soylent Co,nyc,Widget Lite,4,$89.99,$359.96,pending
100129,2026-03-17,Soylent Co,NYC,Gadget X,19,"$2,150.00","$40,850.00",pending
100130,18/03/2026,Soylent Co,East,Widget Pro,6,"$1,234.50","$7,407.00",Pending
100131,2026-03-19,Umbrella Ltd,East,Widget Lite,7,$89.99,$629.93,Pending
100132,20/03/2026,Acme Corp,East,Gizmo Mini,20,$45.00,$900.00,shipped
100133,2026-03-21,Globex Incorporated,East,Widget Lite,6,$89.99,$539.94,shipped
100134,2026-03-22,Wayne Enterprises,NYC,Widget Lite,10,$89.99,$899.90,Shipped
100135,2026-03-23,Hooli,NYC,Gizmo Mini,27,$45.00,"$1,215.00",pending
100136,24/03/2026,Vehement Capital,West,Gadget X,16,"$2,150.00","$34,400.00",Shipped
100137,2026-03-25,Globex Incorporated,West,Gadget X,21,"$2,150.00","$45,150.00",shipped
100138,2026-03-26,Hooli,New York,Widget Lite,20,$89.99,"$1,799.80",Shipped
100139,2026-03-27,Stark Industries,nyc,Gizmo Mini,16,$45.00,$720.00,pending
100140,2026-03-28,Wayne Enterprises,East,Gizmo Mini,15,$45.00,$675.00,pending
100141,Apr 1 2026,Massive Dynamic,west,Gizmo Mini,18,$45.00,$810.00,pending
100142,13/04/2026,Acme Corp,East,Gizmo Mini,19,$45.00,$855.00,pending
100142,13/04/2026, Acme Corp ,EAST,Gizmo Mini,19,$45.00,$855.00,pending
100143,13/04/2026,Hooli,East,Gizmo Mini,7,$45.00,$315.00,Pending
100144,Apr 5 2026,Stark Industries,NYC,Widget Lite,15,$89.99,"$1,349.85",shipped
100145,13/04/2026,Vehement Capital,nyc,Widget Pro,15,"$1,234.50","$18,517.50",pending
100146,13/04/2026,Soylent Co,East,Gizmo Mini,21,$45.00,$945.00,Pending
100147,2026-04-08,Acme Corp,nyc,Widget Lite,1,$89.99,$89.99,pending
100148,2026-04-09,Stark Industries,West,Widget Pro,17,"$1,234.50","$20,986.50",Pending
100149,2026-04-10,Stark Industries,New York,Gadget X,10,"$2,150.00","$21,500.00",Pending
100150,Apr 11 2026,Stark Industries,East,Widget Pro,2,"$1,234.50","$2,469.00",Pending
100151,2026-04-12,Massive Dynamic,nyc,Gadget X,23,"$2,150.00","$49,450.00",Shipped
100152,13/04/2026,Acme Corp,NYC,Gizmo Mini,23,$45.00,"$1,035.00",pending
100153,2026-04-14,Hooli,West,Gizmo Mini,25,$45.00,"$1,125.00",SHIPPED
100154,2026-04-15,Soylent Co,NYC,Gadget X,20,"$2,150.00","$43,000.00",shipped
100155,2026-04-16,Stark Industries,nyc,Widget Lite,26,$89.99,"$2,339.74",shipped
100156,2026-04-17,Acme Corp,n-y-c,Gizmo Mini,1,$45.00,$45.00,Shipped
100157,2026-04-18,Soylent Co,East,Gadget X,22,"$2,150.00","$47,300.00",shipped
100158,19/04/2026,,nyc,Widget Pro,21,"$1,234.50","$25,924.50",Pending
100159,2026-04-20,Massive Dynamic,NYC,Gadget X,15,"$2,150.00","$32,250.00",Shipped
100160,2026-04-21,Acme Corp,West,Widget Lite,23,$89.99,"$2,069.77",Pending
100161,2026-04-22,Initech,West,Widget Pro,20,"$1,234.50","$24,690.00",Pending
100162,2026-04-23,Stark Industries,East,Gadget X,21,"$2,150.00","$45,150.00",Shipped
100163,Apr 24 2026,Massive Dynamic,East,Widget Lite,17,$89.99,"$1,529.83",shipped
100164,25/04/2026,Vehement Capital,East,Gadget X,23,"$2,150.00","$49,450.00",pending
100165,2026-04-26,Globex Incorporated,East,Gizmo Mini,20,$45.00,$900.00,SHIPPED
100166,2026-04-27,Globex Incorporated,n-y-c,Widget Lite,27,$89.99,"$2,429.73",pending
100167,28/04/2026,Soylent Co,NYC,Widget Lite,4,$89.99,$359.96,SHIPPED
100168,13/03/2026,Soylent Co,west,Widget Lite,8,$89.99,$719.92,pending
100169,2026-03-02,Stark Industries,West,Gadget X,5,"$2,150.00","$10,750.00",Shipped
100170,2026-03-03,Hooli,West,Gadget X,,"$2,150.00","$34,400.00",pending
100171,13/03/2026,Initech,NYC,Widget Lite,1,$89.99,$89.99,shipped
100172,13/03/2026,Acme Corp,west,Widget Lite,7,$89.99,$629.93,pending
100173,13/03/2026,Initech,New York,Gizmo Mini,11,$45.00,$495.00,pending
100174,2026-03-07,Wayne Enterprises,East,Gizmo Mini,20,$45.00,$900.00,Shipped
100175,13/03/2026,Wayne Enterprises,East,Widget Lite,23,$89.99,"$2,069.77",pending
100176,2026-03-09,Globex Incorporated,West,Gizmo Mini,23,$45.00,"$1,035.00",shipped
100177,2026-03-10,Acme Corp,West,Gadget X,14,"$2,150.00","$30,100.00",Pending
100178,2026-03-11,Soylent Co,East,Gadget X,12,"$2,150.00","$25,800.00",shipped
100179,13/03/2026,Stark Industries,west,Gizmo Mini,26,$45.00,"$1,170.00",pending
100180,Mar 13 2026,Acme Corp,west,Gadget X,3,"$2,150.00","$6,450.00",SHIPPED
100181,2026-03-14,Acme Corp,New York,Gadget X,4,"$2,150.00","$8,600.00",SHIPPED
100182,2026-03-15,Massive Dynamic,New York,Gadget X,12,"$2,150.00","$25,800.00",SHIPPED
100183,2026-03-16,Hooli,East,Widget Lite,21,$89.99,"$1,889.79",shipped
100184,17/03/2026,Stark Industries,West,Widget Lite,16,$89.99,"$1,439.84",Pending
100185,18/03/2026,Massive Dynamic,East,Widget Pro,14,"$1,234.50","$17,283.00",Pending
100185,18/03/2026,Massive Dynamic,East,Widget Pro,14,"$1,234.50","$17,283.00",Pending
100186,20/03/2026,Wayne Enterprises,n-y-c,Widget Pro,5,"$1,234.50","$6,172.50",SHIPPED
100187,Mar 21 2026,Soylent Co,East,Gadget X,13,"$2,150.00","$27,950.00",shipped
100188,2026-03-22,Umbrella Ltd,NYC,Widget Pro,14,"$1,234.50","$17,283.00",shipped
100189,2026-03-23,Globex Incorporated,East,Gadget X,17,"$2,150.00","$36,550.00",shipped
100190,2026-03-24,Vehement Capital,East,Widget Lite,15,$89.99,"$1,349.85",Pending
100191,2026-03-25,Globex Incorporated,East,Gadget X,26,"$2,150.00","$55,900.00",Shipped
100192,2026-03-26,Soylent Co,NYC,Widget Lite,2,$89.99,$179.98,shipped
100193,27/03/2026,Soylent Co,West,Gadget X,24,"$2,150.00","$51,600.00",SHIPPED
100194,2026-03-28,Acme Corp,west,Gizmo Mini,20,$45.00,$900.00,Shipped
100195,2026-04-01,Soylent Co,East,Gizmo Mini,19,$45.00,$855.00,shipped
100196,2026-04-02,Massive Dynamic,West,Gizmo Mini,10,$45.00,$450.00,Shipped
100197,2026-04-03,Hooli,East,Widget Pro,18,"$1,234.50","$22,221.00",Pending
100198,2026-04-04,Soylent Co,nyc,Gizmo Mini,23,$45.00,"$1,035.00",Pending
100199,13/04/2026,Umbrella Ltd,East,Widget Lite,25,$89.99,"$2,249.75",pending
100200,2026-04-06,Acme Corp,East,Gadget X,20,"$2,150.00","$43,000.00",shipped
100201,13/04/2026,Vehement Capital,East,Gizmo Mini,2,$45.00,$90.00,Pending
100202,2026-04-08,Massive Dynamic,NYC,Gadget X,19,"$2,150.00","$40,850.00",shipped
100203,2026-04-09,Acme Corp,West,Widget Pro,26,"$1,234.50","$32,097.00",SHIPPED
100204,2026-04-10,Stark Industries,west,Gadget X,8,"$2,150.00","$17,200.00",pending
100205,13/04/2026,Massive Dynamic,West,Gizmo Mini,26,$45.00,"$1,170.00",SHIPPED
100206,13/04/2026,Massive Dynamic,NYC,Widget Lite,2,$89.99,$179.98,Pending
100207,13/04/2026,Soylent Co,n-y-c,Gizmo Mini,22,$45.00,$990.00,pending
100208,2026-04-14,Acme Corp,west,Gadget X,29,"$2,150.00","$62,350.00",Shipped
100209,2026-04-15,Umbrella Ltd,East,Gizmo Mini,27,$45.00,"$1,215.00",Pending
100210,Apr 16 2026,Massive Dynamic,West,Widget Lite,22,$89.99,"$1,979.78",Pending
100211,2026-04-17,Umbrella Ltd,West,Gadget X,16,"$2,150.00","$34,400.00",pending
100212,18/04/2026,Initech,west,Widget Lite,12,$89.99,"$1,079.88",Shipped
100213,Apr 19 2026,Wayne Enterprises,west,Widget Pro,18,"$1,234.50","$22,221.00",pending
100214,2026-04-20,Massive Dynamic,West,Gadget X,12,"$2,150.00","$25,800.00",pending
100215,2026-04-21,Umbrella Ltd,East,Gizmo Mini,17,$45.00,$765.00,Pending
100216,2026-04-22,Soylent Co,west,Gadget X,6,"$2,150.00","$12,900.00",Shipped
100217,2026-04-23,Globex Incorporated,East,Widget Pro,22,"$1,234.50","$27,159.00",shipped
100218,24/04/2026,Vehement Capital,n-y-c,Widget Lite,4,$89.99,$359.96,Pending
100219,2026-04-25,Soylent Co,New York,Gizmo Mini,12,$45.00,$540.00,Shipped
100220,Apr 26 2026,Wayne Enterprises,East,Widget Lite,30,$89.99,"$2,699.70",SHIPPED
100221,2026-04-27,Globex Incorporated,West,Widget Pro,15,"$1,234.50","$18,517.50",Shipped
100222,Apr 28 2026,Globex Incorporated,n-y-c,Widget Lite,24,$89.99,"$2,159.76",pending
100223,2026-03-01,Wayne Enterprises,West,Gadget X,24,"$2,150.00","$51,600.00",shipped
100224,2026-03-02,Initech,West,Gizmo Mini,21,$45.00,$945.00,pending
100225,2026-03-03,Stark Industries,nyc,Widget Lite,8,$89.99,$719.92,pending
100226,Mar 4 2026,Massive Dynamic,n-y-c,Widget Lite,27,$89.99,"$2,429.73",shipped
100227,2026-03-05,Stark Industries,nyc,Widget Pro,10,"$1,234.50","$12,345.00",SHIPPED
100228,2026-03-06,Massive Dynamic,nyc,Widget Pro,22,"$1,234.50","$27,159.00",Pending
100229,13/03/2026,Wayne Enterprises,NYC,Widget Pro,4,"$1,234.50","$4,938.00",Shipped
100230,Mar 8 2026,Soylent Co,West,Gadget X,20,"$2,150.00","$43,000.00",Pending
100231,2026-03-09,Soylent Co,west,Gizmo Mini,11,$45.00,$495.00,SHIPPED
100232,2026-03-10,Soylent Co,East,Widget Lite,11,$89.99,$989.89,shipped
100233,2026-03-11,Soylent Co,nyc,Gizmo Mini,5,$45.00,$225.00,Shipped
100234,Mar 12 2026,Initech,West,Gadget X,19,"$2,150.00","$40,850.00",shipped
100235,2026-03-13,Soylent Co,East,Widget Pro,6,"$1,234.50","$7,407.00",Pending
100236,2026-03-14,Wayne Enterprises,West,Widget Lite,1,$89.99,$89.99,Pending
100237,2026-03-15,Acme Corp,nyc,Gizmo Mini,29,$45.00,"$1,305.00",pending
100238,2026-03-16,Massive Dynamic,West,Widget Lite,25,$89.99,"$2,249.75",shipped
100239,2026-03-17,Hooli,nyc,Gadget X,25,"$2,150.00","$53,750.00",Pending
100240,2026-03-18,Stark Industries,New York,Widget Lite,4,$89.99,$359.96,pending
100241,2026-03-19,Vehement Capital,West,Widget Lite,27,$89.99,"$2,429.73",Pending
100242,Mar 20 2026,Soylent Co,East,Widget Pro,5,"$1,234.50","$6,172.50",pending
100243,Mar 21 2026,Wayne Enterprises,East,Widget Pro,28,"$1,234.50","$34,566.00",pending
100244,2026-03-22,Massive Dynamic,East,Widget Lite,17,$89.99,"$1,529.83",shipped
100245,2026-03-23,Umbrella Ltd,West,Widget Lite,15,$89.99,"$1,349.85",SHIPPED
100246,Mar 24 2026,Globex Incorporated,East,Widget Lite,6,$89.99,$539.94,pending
100247,2026-03-25,,East,Gizmo Mini,26,$45.00,"$1,170.00",pending
100248,26/03/2026,Hooli,East,Widget Pro,7,"$1,234.50","$8,641.50",shipped
100249,2026-03-27,Soylent Co,East,Gadget X,23,"$2,150.00","$49,450.00",pending
100250,2026-03-28,Wayne Enterprises,East,Gizmo Mini,4,$45.00,$180.00,pending
100251,2026-04-01,Umbrella Ltd,nyc,Gadget X,14,"$2,150.00","$30,100.00",SHIPPED
100252,2026-04-02,Globex Incorporated,New York,Widget Lite,19,$89.99,"$1,709.81",shipped
100253,2026-04-03,Soylent Co,n-y-c,Gadget X,5,"$2,150.00","$10,750.00",Shipped
100254,2026-04-04,Acme Corp,nyc,Widget Pro,19,"$1,234.50","$23,455.50",SHIPPED
100255,Apr 5 2026,Massive Dynamic,East,Widget Pro,27,"$1,234.50","$33,331.50",SHIPPED
100256,2026-04-06,Globex Incorporated,NYC,Gizmo Mini,4,$45.00,$180.00,pending
100257,2026-04-07,Massive Dynamic,n-y-c,Widget Pro,9,"$1,234.50","$11,110.50",SHIPPED
100258,2026-04-08,Globex Incorporated,nyc,Widget Pro,4,"$1,234.50","$4,938.00",Pending
100259,13/04/2026,Initech,East,Widget Lite,4,$89.99,$359.96,Pending
100260,2026-04-10,Soylent Co,n-y-c,Widget Lite,24,$89.99,"$2,159.76",Shipped
100261,13/04/2026,Stark Industries,west,Gizmo Mini,16,$45.00,$720.00,Pending
100262,2026-04-12,Vehement Capital,East,Widget Pro,11,"$1,234.50","$13,579.50",pending
100263,2026-04-13,Hooli,NYC,Widget Pro,30,"$1,234.50","$37,035.00",shipped
100264,Apr 14 2026,Massive Dynamic,n-y-c,Gadget X,1,"$2,150.00","$2,150.00",Shipped
100265,2026-04-15,Hooli,New York,Gadget X,2,"$2,150.00","$4,300.00",SHIPPED
100266,2026-04-16,Wayne Enterprises,NYC,Widget Lite,26,$89.99,"$2,339.74",pending
100267,2026-04-17,Wayne Enterprises,n-y-c,Widget Lite,27,$89.99,"$2,429.73",SHIPPED
100268,2026-04-18,Massive Dynamic,nyc,Gadget X,4,"$2,150.00","$8,600.00",pending
100269,19/04/2026,Vehement Capital,west,Widget Pro,19,"$1,234.50","$23,455.50",pending
100270,20/04/2026,Wayne Enterprises,west,Widget Pro,26,"$1,234.50","$32,097.00",SHIPPED
100271,21/04/2026,Initech,East,Gizmo Mini,20,$45.00,$900.00,shipped
100272,22/04/2026,Acme Corp,New York,Gadget X,12,"$2,150.00","$25,800.00",pending
100273,2026-04-23,Massive Dynamic,East,Widget Pro,26,"$1,234.50","$32,097.00",shipped
100274,24/04/2026,Vehement Capital,West,Widget Pro,14,"$1,234.50","$17,283.00",shipped
100275,2026-04-25,Initech,East,Gadget X,30,"$2,150.00","$64,500.00",pending
100276,26/04/2026,Soylent Co,East,Widget Lite,2,$89.99,$179.98,Pending
100277,Apr 27 2026,Hooli,East,Gadget X,26,"$2,150.00","$55,900.00",Pending
100278,2026-04-28,Vehement Capital,New York,Widget Lite,21,$89.99,"$1,889.79",pending
100279,2026-03-01,Stark Industries,New York,Gizmo Mini,23,$45.00,"$1,035.00",Shipped
100280,2026-03-02,Soylent Co,west,Gadget X,27,"$2,150.00","$58,050.00",SHIPPED
100281,2026-03-03,Wayne Enterprises,New York,Gadget X,30,"$2,150.00","$64,500.00",pending
100282,13/03/2026,Stark Industries,n-y-c,Gadget X,9,"$2,150.00","$19,350.00",shipped
100283,2026-03-05,Vehement Capital,West,Widget Pro,12,"$1,234.50","$14,814.00",Pending
100284,13/03/2026,Massive Dynamic,West,Widget Pro,23,"$1,234.50","$28,393.50",pending
100285,13/03/2026,Massive Dynamic,East,Gadget X,10,"$2,150.00","$21,500.00",shipped
100286,Mar 8 2026,Stark Industries,East,Gizmo Mini,1,$45.00,$45.00,Pending
100287,13/03/2026,Globex Incorporated,nyc,Widget Lite,1,$89.99,$89.99,Pending
100288,13/03/2026,Massive Dynamic,west,Widget Pro,28,"$1,234.50","$34,566.00",Pending
100289,2026-03-11,Initech,East,Gadget X,16,"$2,150.00","$34,400.00",SHIPPED
100290,2026-03-12,Stark Industries,East,Gadget X,21,"$2,150.00","$45,150.00",shipped
100291,2026-03-13,Globex Incorporated,East,Gizmo Mini,21,$45.00,$945.00,pending
100292,2026-03-14,Hooli,West,Widget Pro,30,"$1,234.50","$37,035.00",Shipped
